0,1,2,6,7,3,5,8,4
303,Joshua,Norton,169.84,96.98,M,43,Black or African American,joshuanorton9@gmail.com
304,Jan,Fowler,178.16,188.88,M,39,White,janfowler2@gmail.com
305,Bryan,Maxwell,161.22,125.65,M,54,Prefer not to say,bryanmaxwell8@gmail.com
306,Darwin,Weeks,165.73,191.59,M,20,White,darwinweeks6@gmail.com
307,Domenic,Saunders,154.64,127.79,M,21,White,domenicsaunders6@gmail.com
308,Lamar,Tate,177.39,193.73,M,36,White,lamartate9@gmail.com
309,Jospeh,Bryan,156.1,96.9,M,56,Asian,jospehbryan7@gmail.com
310,Darrel,Richards,168.17,123.66,M,45,American Indian or Alaska Native,darrelrichards7@gmail.com
311,Edwin,Maynard,161.93,108.03,M,23,Black or African American,edwinmaynard9@gmail.com
312,Julio,Wilcox,155.48,171.6,M,38,Black or African American,juliowilcox5@gmail.com
313,Ted,Allen,171.77,156.73,M,38,Prefer not to say,tedallen2@gmail.com
314,Cole,Bruce,165.9,117.65,M,22,American Indian or Alaska Native,colebruce8@gmail.com
315,Mason,Higgins,158.73,92.01,M,53,White,masonhiggins5@gmail.com
316,Israel,Smith,152.8,100.65,M,42,Prefer not to say,israelsmith2@gmail.com
317,Rayford,Holt,160.08,147.81,M,26,Asian,rayfordholt1@gmail.com
318,Donovan,Mccall,176.96,169.07,M,52,Native Hawaiian or Other Pacific Islander,donovanmccall8@gmail.com
319,Carmelo,Orozco,175.38,148.41,M,34,Prefer not to say,carmeloorozco7@gmail.com
320,Dillon,Lam,160.15,195.39,M,27,Asian,dillonlam7@gmail.com
321,Claude,Tran,169.41,159.04,M,41,Asian,claudetran6@gmail.com
322,Casey,Hanson,182.68,187.27,M,41,Black or African American,caseyhanson7@gmail.com
323,Beau,Stuart,179.9,123.09,M,32,Asian,beaustuart9@gmail.com
324,Clement,Schmitt,171.97,142.57,M,33,Native Hawaiian or Other Pacific Islander,clementschmitt7@gmail.com
325,Christopher,Mcintyre,175.91,160.75,M,50,Black or African American,christophermcintyre1@gmail.com
326,Christoper,Forbes,160.58,114.7,M,35,White,christoperforbes2@gmail.com
327,Clifton,Long,154.03,112.58,M,59,White,cliftonlong1@gmail.com
328,Trey,Carson,155.56,151.17,M,34,White,treycarson2@gmail.com
329,Rod,Oneill,168.54,174.74,M,56,Asian,rodoneill2@gmail.com
330,Ty,Potts,177.45,112.4,M,24,Asian,typotts2@gmail.com
331,Wesley,Summers,173.06,113.06,M,45,American Indian or Alaska Native,wesleysummers2@gmail.com
332,Kerry,Fitzgerald,169.42,141.51,M,28,American Indian or Alaska Native,kerryfitzgerald1@gmail.com
333,Rocco,Bradford,156.05,100.53,M,35,American Indian or Alaska Native,roccobradford6@gmail.com
334,Emilio,Munoz,177.98,177.15,M,40,Black or African American,emiliomunoz9@gmail.com
335,Lemuel,Fleming,181.68,154.04,M,50,Black or African American,lemuelfleming9@gmail.com
336,Willard,Brewer,167.54,107.59,M,52,Prefer not to say,willardbrewer9@gmail.com
337,Jamie,Calhoun,157.42,151.57,M,54,White,jamiecalhoun8@gmail.com
338,Johnie,Chaney,165.26,138.13,M,46,American Indian or Alaska Native,johniechaney6@gmail.com
339,Chris,Chandler,170.8,177.99,M,45,Asian,chrischandler2@gmail.com
340,Del,Preston,176.72,151.3,M,53,White,delpreston3@gmail.com
341,Carrol,Cline,164.63,143.31,M,47,American Indian or Alaska Native,carrolcline5@gmail.com
342,Stanley,Elliott,181.44,189.16,M,37,Black or African American,stanleyelliott7@gmail.com
343,Kelly,Mejia,158.59,90.82,M,56,Black or African American,kellymejia2@gmail.com
344,Brent,Harmon,171.72,91.08,M,56,Black or African American,brentharmon7@gmail.com
345,Santos,Duffy,171.76,117.77,M,28,Asian,santosduffy5@gmail.com
346,Earnest,Mata,180.25,113.65,M,21,American Indian or Alaska Native,earnestmata2@gmail.com
347,Kirby,Chambers,158.58,197.87,M,30,Prefer not to say,kirbychambers2@gmail.com
348,Art,Burnett,173.62,107.33,M,56,Native Hawaiian or Other Pacific Islander,artburnett5@gmail.com
349,Boyd,Bishop,180.33,184.65,M,45,American Indian or Alaska Native,boydbishop7@gmail.com
350,Hayden,Lewis,166.55,124.71,M,25,American Indian or Alaska Native,haydenlewis6@gmail.com
351,Willian,Villa,157.84,107.73,M,49,Asian,willianvilla2@gmail.com
352,Chadwick,Browning,161.39,186.22,M,44,Asian,chadwickbrowning3@gmail.com
353,Carlton,Moss,167,197.84,M,22,Prefer not to say,carltonmoss8@gmail.com
354,Harry,Marsh,177.06,181.26,M,37,White,harrymarsh3@gmail.com
355,Zane,Macdonald,179.44,150.76,M,59,Black or African American,zanemacdonald9@gmail.com
356,Barton,Garcia,164.99,93.05,M,21,Black or African American,bartongarcia6@gmail.com
357,Vincenzo,Matthews,180.02,173.48,M,39,White,vincenzomatthews1@gmail.com
358,Joey,Hudson,163.97,95.8,M,35,Native Hawaiian or Other Pacific Islander,joeyhudson8@gmail.com
359,Arnold,Bradley,170.47,191.9,M,21,Prefer not to say,arnoldbradley1@gmail.com
360,Cyrus,Terrell,170.03,125.81,M,54,Native Hawaiian or Other Pacific Islander,cyrusterrell3@gmail.com
361,Ethan,Rhodes,168.58,188.79,M,52,Black or African American,ethanrhodes3@gmail.com
362,Quintin,Holt,175.78,191.02,M,28,White,quintinholt2@gmail.com
363,Jospeh,Rush,175.05,195.69,M,47,Black or African American,jospehrush8@gmail.com
364,Donnie,Rosario,159.09,120.64,M,23,White,donnierosario9@gmail.com
365,Wes,Shah,153.25,194.86,M,37,Asian,wesshah5@gmail.com
366,Eldon,Carter,174.68,120.69,M,44,Black or African American,eldoncarter7@gmail.com
367,Derick,Newton,153.76,187.05,M,42,Native Hawaiian or Other Pacific Islander,dericknewton3@gmail.com
368,Kirby,Humphrey,165.2,127.66,M,35,Black or African American,kirbyhumphrey1@gmail.com
369,Adalberto,Fleming,157.57,150.64,M,29,Prefer not to say,adalbertofleming1@gmail.com
370,Noah,Webb,163.7,132.65,M,55,Prefer not to say,noahwebb8@gmail.com
371,Leroy,Harvey,174.14,151.16,M,31,American Indian or Alaska Native,leroyharvey8@gmail.com
372,Daniel,Henson,172.87,112.74,M,53,Black or African American,danielhenson3@gmail.com
373,Howard,Middleton,176.15,117.01,M,59,Prefer not to say,howardmiddleton1@gmail.com
374,Raul,Reilly,161.53,177.45,M,58,Asian,raulreilly7@gmail.com
375,Lesley,Dennis,153.21,163.62,M,33,White,lesleydennis2@gmail.com
376,Laverne,Hensley,171.15,159.01,M,53,Prefer not to say,lavernehensley4@gmail.com
377,Lou,Stokes,168.91,111.55,M,39,Prefer not to say,loustokes5@gmail.com
378,Paris,Schmitt,157.81,103.95,M,50,American Indian or Alaska Native,parisschmitt8@gmail.com
379,Leonard,Finley,175.11,125.78,M,50,Black or African American,leonardfinley3@gmail.com
380,Len,Valencia,180.38,193.92,M,33,Prefer not to say,lenvalencia4@gmail.com
381,Amado,Patterson,176.13,107.46,M,23,Asian,amadopatterson6@gmail.com
382,Timmy,Watkins,177.77,131.1,M,49,Asian,timmywatkins2@gmail.com
383,Armando,Frost,159.08,184.84,M,38,American Indian or Alaska Native,armandofrost8@gmail.com
384,Micah,Franklin,175.44,147.35,M,29,American Indian or Alaska Native,micahfranklin9@gmail.com
385,German,Peters,161.75,176.41,M,48,White,germanpeters3@gmail.com
386,Clark,Mckenzie,179.1,173.88,M,59,Native Hawaiian or Other Pacific Islander,clarkmckenzie5@gmail.com
387,Tyrone,Kemp,152.87,118.37,M,23,Asian,tyronekemp9@gmail.com
388,Jeffery,Andrews,182.28,128.59,M,51,Native Hawaiian or Other Pacific Islander,jefferyandrews8@gmail.com
389,Garrett,Morales,157.71,168.18,M,50,Black or African American,garrettmorales8@gmail.com
390,Stephen,Salazar,164.72,164.12,M,55,Black or African American,stephensalazar4@gmail.com
391,Rolando,Stephenson,178.21,109.86,M,40,Black or African American,rolandostephenson1@gmail.com
392,Craig,Rasmussen,176.13,122.59,M,50,Prefer not to say,craigrasmussen7@gmail.com
393,Alden,Gonzalez,170.45,116.7,M,28,American Indian or Alaska Native,aldengonzalez4@gmail.com
394,Curt,Wu,176.65,180.69,M,22,White,curtwu2@gmail.com
395,Gil,Stein,180.77,150.8,M,23,Native Hawaiian or Other Pacific Islander,gilstein2@gmail.com
396,Todd,Vargas,181.65,181.42,M,38,White,toddvargas9@gmail.com
397,Martin,Castaneda,173.71,190.98,M,57,Native Hawaiian or Other Pacific Islander,martincastaneda5@gmail.com
398,Val,Weaver,181,111.12,M,44,American Indian or Alaska Native,valweaver9@gmail.com
399,Ezra,Savage,170.74,161.1,M,57,White,ezrasavage5@gmail.com
400,Bernardo,Mckay,172.34,96.06,M,43,Prefer not to say,bernardomckay2@gmail.com
401,Edmundo,Delacruz,176.25,179.57,M,37,Prefer not to say,edmundodelacruz2@gmail.com
402,Burl,Blackburn,179.93,173.94,M,24,White,burlblackburn9@gmail.com
403,Eduardo,Benjamin,158.57,140.03,M,54,Black or African American,eduardobenjamin7@gmail.com
404,Emilio,Roy,163.29,147.96,M,37,White,emilioroy6@gmail.com
405,Johnson,Shea,153.84,162.91,M,23,Native Hawaiian or Other Pacific Islander,johnsonshea3@gmail.com
406,Miquel,Lee,160.64,177.35,M,38,Black or African American,miquellee3@gmail.com
407,Scottie,Andersen,170.89,138.13,M,45,Native Hawaiian or Other Pacific Islander,scottieandersen8@gmail.com
408,Rigoberto,Charles,180.76,138.52,M,23,American Indian or Alaska Native,rigobertocharles3@gmail.com
409,Rafael,Lyons,169.46,184.8,M,32,Prefer not to say,rafaellyons7@gmail.com
410,Monroe,Newton,161.88,93.83,M,23,White,monroenewton1@gmail.com
411,Al,Horton,182.45,144.57,M,30,Asian,alhorton3@gmail.com
412,Jess,Colon,161.88,137.3,M,28,White,jesscolon5@gmail.com
413,Carol,Chandler,177.45,123.82,M,51,Prefer not to say,carolchandler6@gmail.com
414,Guadalupe,Esparza,174.12,199.4,M,54,Native Hawaiian or Other Pacific Islander,guadalupeesparza7@gmail.com
415,Dalton,Walter,181.93,147.78,M,30,Asian,daltonwalter8@gmail.com
416,Garland,Figueroa,157.98,124.2,M,42,White,garlandfigueroa4@gmail.com
417,Francis,Bauer,182.27,120.41,M,32,Native Hawaiian or Other Pacific Islander,francisbauer3@gmail.com
418,Shannon,West,166.98,184.62,M,57,Asian,shannonwest2@gmail.com
419,Chet,Rosario,157.38,105.7,M,51,Asian,chetrosario2@gmail.com
420,Geraldo,Estes,156.67,103.04,M,43,Asian,geraldoestes3@gmail.com
421,Vance,Miller,172.94,95.08,M,33,Black or African American,vancemiller3@gmail.com
422,Carter,Stanley,178.72,90.41,M,25,American Indian or Alaska Native,carterstanley2@gmail.com
423,Kendrick,Shepard,169.33,97.51,M,28,American Indian or Alaska Native,kendrickshepard8@gmail.com
424,Terry,Shannon,171.91,121.75,M,38,American Indian or Alaska Native,terryshannon1@gmail.com
425,Daniel,Carlson,180.08,148.35,M,41,White,danielcarlson5@gmail.com
426,Douglass,Ruiz,181.8,96.28,M,34,Native Hawaiian or Other Pacific Islander,douglassruiz6@gmail.com
427,Lyle,Preston,164.25,109.28,M,23,Prefer not to say,lylepreston8@gmail.com
428,Otis,Clark,168.04,167.57,M,21,Black or African American,otisclark4@gmail.com
429,Greg,Brandt,179.56,176.9,M,37,Native Hawaiian or Other Pacific Islander,gregbrandt3@gmail.com
430,Elliott,Bautista,157.79,110.82,M,36,Black or African American,elliottbautista3@gmail.com
431,Harris,Riddle,166.96,120.13,M,40,Asian,harrisriddle8@gmail.com
432,Arlie,Herrera,164.97,97.11,M,57,White,arlieherrera1@gmail.com
433,Nathanael,Fletcher,179.17,117.98,M,21,Asian,nathanaelfletcher6@gmail.com
434,Kenneth,Harvey,153.04,125.17,M,25,Native Hawaiian or Other Pacific Islander,kennethharvey9@gmail.com
435,Oliver,Franco,153.98,105.97,M,51,Native Hawaiian or Other Pacific Islander,oliverfranco4@gmail.com
436,Clint,Rodgers,180.27,160.09,M,49,Native Hawaiian or Other Pacific Islander,clintrodgers3@gmail.com
437,Dante,Gomez,159.61,163.83,M,21,Prefer not to say,dantegomez5@gmail.com
438,Deandre,Skinner,177.01,185.55,M,36,American Indian or Alaska Native,deandreskinner1@gmail.com
439,Rufus,Ballard,155.31,125.87,M,38,White,rufusballard7@gmail.com
440,Peter,Hurst,159.46,108,M,48,Asian,peterhurst7@gmail.com
441,Alvin,Farmer,160.96,159.23,M,35,Asian,alvinfarmer7@gmail.com
442,Irving,Montgomery,182.05,145.7,M,30,American Indian or Alaska Native,irvingmontgomery4@gmail.com
443,Milan,Holder,168.24,161.97,M,20,American Indian or Alaska Native,milanholder2@gmail.com
444,Donn,Franklin,174.52,151.92,M,26,White,donnfranklin5@gmail.com
445,Abram,Swanson,171.17,157.98,M,44,Prefer not to say,abramswanson9@gmail.com
446,Shelby,Blanchard,176.6,146.41,M,39,American Indian or Alaska Native,shelbyblanchard1@gmail.com
447,Johnathon,Foster,152.99,133.48,M,47,Prefer not to say,johnathonfoster3@gmail.com
448,Percy,Randall,175.6,194.58,M,29,Black or African American,percyrandall7@gmail.com
449,Boyd,Adams,162.85,144.26,M,38,Black or African American,boydadams4@gmail.com
450,Jerome,Liu,167.24,180.53,M,25,White,jeromeliu3@gmail.com
451,Sidney,Barron,152.79,94,M,31,Asian,sidneybarron3@gmail.com
452,Dannie,Bridges,163.61,196.51,M,51,White,danniebridges8@gmail.com
453,Ramiro,Wolfe,152.76,118.08,M,60,Black or African American,ramirowolfe2@gmail.com
454,Scot,Savage,169.28,196.32,M,40,Prefer not to say,scotsavage2@gmail.com
455,Jae,Preston,164.84,96.92,M,28,White,jaepreston6@gmail.com
456,Jess,Randolph,166.74,90.94,M,58,White,jessrandolph5@gmail.com
457,Loren,Mclaughlin,179.92,198.16,M,30,White,lorenmclaughlin2@gmail.com
458,Zachariah,Patterson,172.4,127.11,M,53,Asian,zachariahpatterson1@gmail.com
459,Sal,Hartman,181.56,172.7,M,46,Native Hawaiian or Other Pacific Islander,salhartman3@gmail.com
460,Laurence,Coffey,178.16,149.97,M,28,White,laurencecoffey9@gmail.com
461,Ezekiel,Russo,155.22,90.79,M,43,Black or African American,ezekielrusso6@gmail.com
462,Denis,Anderson,154.62,197.81,M,35,White,denisanderson5@gmail.com
463,Gregory,Pope,162.38,169.38,M,40,Native Hawaiian or Other Pacific Islander,gregorypope7@gmail.com
464,Emile,Anthony,160.81,93.2,M,45,Native Hawaiian or Other Pacific Islander,emileanthony8@gmail.com
465,Gavin,Barker,179.82,95.43,M,57,American Indian or Alaska Native,gavinbarker3@gmail.com
466,Benjamin,Sellers,172.31,105.33,M,50,Prefer not to say,benjaminsellers5@gmail.com
467,Cole,Fischer,175.14,111.21,M,58,Prefer not to say,colefischer5@gmail.com
468,Norberto,Wright,153.42,112.05,M,36,American Indian or Alaska Native,norbertowright8@gmail.com
469,Melvin,Serrano,174.47,145.99,M,46,Native Hawaiian or Other Pacific Islander,melvinserrano9@gmail.com
470,Garth,Cunningham,180.87,126.81,M,33,Native Hawaiian or Other Pacific Islander,garthcunningham4@gmail.com
471,Otha,Matthews,176.47,124.11,M,58,Black or African American,othamatthews8@gmail.com
472,Hung,Mahoney,173.56,196.42,M,25,Black or African American,hungmahoney5@gmail.com
473,Arnold,Spence,159.31,97.49,M,20,Native Hawaiian or Other Pacific Islander,arnoldspence5@gmail.com
474,Conrad,Ali,171.7,118.53,M,50,Prefer not to say,conradali8@gmail.com
475,Nelson,Vazquez,163.79,172.4,M,41,Native Hawaiian or Other Pacific Islander,nelsonvazquez1@gmail.com
476,Jude,Campbell,161.47,106.11,M,59,Asian,judecampbell1@gmail.com
477,Ruben,Cochran,170.27,120.02,M,30,Asian,rubencochran9@gmail.com
478,Yong,White,164.39,157.18,M,22,American Indian or Alaska Native,yongwhite5@gmail.com
479,Odis,Taylor,174.32,122.57,M,39,American Indian or Alaska Native,odistaylor9@gmail.com
480,Dan,Farmer,172.88,169.47,M,29,Asian,danfarmer5@gmail.com
481,Errol,Livingston,181.62,171.06,M,28,Prefer not to say,errollivingston3@gmail.com
482,Louie,Lopez,175.14,184.43,M,30,Asian,louielopez6@gmail.com
483,Amos,Knox,169.7,95.95,M,60,Native Hawaiian or Other Pacific Islander,amosknox3@gmail.com
484,Christopher,Shaffer,167.6,128.37,M,60,Black or African American,christophershaffer2@gmail.com
485,Darron,Keith,155.86,115.42,M,57,Asian,darronkeith7@gmail.com
486,Lou,Simon,162.31,121.58,M,30,American Indian or Alaska Native,lousimon5@gmail.com
487,Matthew,Kim,180.56,108.57,M,58,Asian,matthewkim7@gmail.com
488,Sydney,Day,157.23,178.37,M,29,Prefer not to say,sydneyday4@gmail.com
489,Shaun,Garza,180.39,161.31,M,40,Asian,shaungarza5@gmail.com
490,Diego,Nichols,159.96,156.83,M,46,Prefer not to say,diegonichols7@gmail.com
491,Derek,Boyer,158.93,101.95,M,44,American Indian or Alaska Native,derekboyer5@gmail.com
492,Glenn,Mccoy,163.9,122.55,M,49,Prefer not to say,glennmccoy5@gmail.com
493,Brain,Alvarez,172.89,120.96,M,42,White,brainalvarez6@gmail.com
494,Santiago,Wong,178,138.12,M,49,Native Hawaiian or Other Pacific Islander,santiagowong6@gmail.com
495,Johnathan,Calhoun,178.99,148.45,M,32,Black or African American,johnathancalhoun6@gmail.com
496,Marquis,Chambers,182.59,156.29,M,47,Native Hawaiian or Other Pacific Islander,marquischambers9@gmail.com
497,Tyson,Morrow,178.96,125.6,M,40,Black or African American,tysonmorrow8@gmail.com
498,Mose,Dickerson,181.27,162.86,M,57,American Indian or Alaska Native,mosedickerson4@gmail.com
499,Monte,Montes,162.13,144.26,M,50,Native Hawaiian or Other Pacific Islander,montemontes3@gmail.com
500,Ernie,Rios,179.68,171.36,M,49,White,ernierios8@gmail.com
501,Denny,Bowers,168.58,94.91,M,43,American Indian or Alaska Native,dennybowers6@gmail.com
502,Abe,Malone,156.53,157.31,M,56,Asian,abemalone9@gmail.com
503,Darrin,Yang,168.66,164.55,M,38,White,darrinyang9@gmail.com
504,Fidel,Ferrell,176.97,102.27,M,28,American Indian or Alaska Native,fidelferrell7@gmail.com
505,Domingo,Blackwell,166.47,163.03,M,47,Black or African American,domingoblackwell3@gmail.com
506,Maximo,Rosales,153.25,198.93,M,26,Asian,maximorosales3@gmail.com
507,Chad,Diaz,167.82,197.89,M,48,Prefer not to say,chaddiaz8@gmail.com
508,Daryl,Moreno,167.36,91.89,M,29,Black or African American,darylmoreno1@gmail.com
509,Maurice,Ibarra,153.99,172.38,M,49,Prefer not to say,mauriceibarra3@gmail.com
510,Jean,Randall,180.06,174.73,M,42,White,jeanrandall1@gmail.com
511,Delmer,Walton,156.75,131.27,M,21,White,delmerwalton9@gmail.com
512,Angelo,Noble,167.1,116.56,M,45,Asian,angelonoble1@gmail.com
513,Ahmed,Porter,175.55,91.4,M,21,White,ahmedporter6@gmail.com
514,Coy,Harris,161.4,125.93,M,42,White,coyharris7@gmail.com
515,Reuben,Castaneda,175.45,96.17,M,56,White,reubencastaneda1@gmail.com
516,Faustino,Boyle,180.97,95.69,M,28,American Indian or Alaska Native,faustinoboyle4@gmail.com
517,Lane,Sparks,166.05,125.68,M,41,Asian,lanesparks5@gmail.com
518,Edmund,Austin,160.03,183.84,M,55,Native Hawaiian or Other Pacific Islander,edmundaustin7@gmail.com
519,King,Pugh,179.79,156.27,M,40,Asian,kingpugh5@gmail.com
520,Cesar,Randolph,168.67,185.75,M,56,Native Hawaiian or Other Pacific Islander,cesarrandolph6@gmail.com
521,Michel,Abbott,182.14,187.05,M,37,Native Hawaiian or Other Pacific Islander,michelabbott8@gmail.com
522,Brock,Soto,172.59,198.17,M,44,American Indian or Alaska Native,brocksoto2@gmail.com
523,Ross,Strong,172.73,169.47,M,26,Asian,rossstrong4@gmail.com
524,Edgardo,Bauer,176.25,122.13,M,39,Black or African American,edgardobauer2@gmail.com
525,Emile,Huerta,167.44,150.19,M,39,White,emilehuerta7@gmail.com
526,Cedrick,Mayer,154.32,139.03,M,28,Prefer not to say,cedrickmayer1@gmail.com
527,Preston,Harding,168.18,125.72,M,36,White,prestonharding8@gmail.com
528,Donnie,Escobar,161.14,161.35,M,29,Prefer not to say,donnieescobar3@gmail.com
529,Leopoldo,Beard,174.59,122.16,M,48,White,leopoldobeard2@gmail.com
530,Josue,Mclean,170.34,173.85,M,52,Prefer not to say,josuemclean2@gmail.com
531,Troy,Henderson,152.76,174.44,M,59,American Indian or Alaska Native,troyhenderson9@gmail.com
532,Buford,Gordon,163.27,121.4,M,43,Prefer not to say,bufordgordon1@gmail.com
533,Landon,Patterson,170.87,114.76,M,40,American Indian or Alaska Native,landonpatterson9@gmail.com
534,Philip,Werner,178.62,158.21,M,49,Native Hawaiian or Other Pacific Islander,philipwerner6@gmail.com
535,Arnoldo,Fuller,155.82,143,M,43,Prefer not to say,arnoldofuller3@gmail.com
536,Robbie,Sloan,179.64,113.85,M,49,Native Hawaiian or Other Pacific Islander,robbiesloan9@gmail.com
537,Robin,Roberson,166.22,168.62,M,46,Black or African American,robinroberson3@gmail.com
538,Adolfo,Case,174.94,122.48,M,24,Prefer not to say,adolfocase6@gmail.com
539,Woodrow,Haney,171.07,131.51,M,57,Black or African American,woodrowhaney1@gmail.com
540,Napoleon,Leblanc,159.8,137.15,M,49,Native Hawaiian or Other Pacific Islander,napoleonleblanc6@gmail.com
541,Jesus,Barr,164.97,146.83,M,52,Native Hawaiian or Other Pacific Islander,jesusbarr4@gmail.com
542,Daron,Castillo,155.24,128.58,M,38,White,daroncastillo1@gmail.com
543,Fletcher,Dudley,173.1,90.99,M,24,Asian,fletcherdudley1@gmail.com
544,Rickie,Villa,153.65,110.35,M,21,Asian,rickievilla2@gmail.com
545,Robt,Macias,158.45,196.62,M,51,Black or African American,robtmacias9@gmail.com
546,Eldridge,Lang,169.46,155.34,M,44,Asian,eldridgelang3@gmail.com
547,Erasmo,Reilly,156.32,170.05,M,22,Asian,erasmoreilly6@gmail.com
548,Elisha,Pitts,166.52,106.47,M,59,Prefer not to say,elishapitts3@gmail.com
549,Jan,Barrett,182.32,141.82,M,54,Native Hawaiian or Other Pacific Islander,janbarrett6@gmail.com
550,Buck,Pollard,172.47,96.79,M,54,Asian,buckpollard6@gmail.com
551,Ricardo,Quinn,161.56,120.03,M,34,Asian,ricardoquinn6@gmail.com
552,Donnell,Baker,155.84,108.12,M,20,Asian,donnellbaker4@gmail.com
553,Jeffery,Wheeler,170.27,94.59,M,36,Black or African American,jefferywheeler5@gmail.com
554,Alonso,Levy,173.14,100.92,M,36,American Indian or Alaska Native,alonsolevy6@gmail.com
555,Randal,Shah,160.15,138.43,M,42,Black or African American,randalshah3@gmail.com
556,Marvin,Benson,181.33,129.05,M,26,Asian,marvinbenson9@gmail.com
557,Adan,Mckenzie,163.96,98.9,M,54,Asian,adanmckenzie4@gmail.com
558,Prince,Clements,165.79,156.4,M,60,American Indian or Alaska Native,princeclements5@gmail.com
559,Gustavo,Buchanan,165.32,196.92,M,35,American Indian or Alaska Native,gustavobuchanan3@gmail.com
560,Lauren,Nicholson,162.58,179.25,M,25,White,laurennicholson7@gmail.com
561,Booker,Cross,170.86,151.49,M,51,Prefer not to say,bookercross5@gmail.com
562,Alva,Bonilla,157.62,194.03,M,28,Prefer not to say,alvabonilla9@gmail.com
563,Antony,Berry,163.66,109.98,M,39,American Indian or Alaska Native,antonyberry6@gmail.com
564,Archie,Sloan,164.5,156.45,M,22,Native Hawaiian or Other Pacific Islander,archiesloan2@gmail.com
565,Chadwick,Mccann,162.27,153.35,M,56,White,chadwickmccann9@gmail.com
566,Dwayne,Mccarty,163.85,188.29,M,45,Asian,dwaynemccarty3@gmail.com
567,Sean,Goodwin,170.33,173.9,M,58,White,seangoodwin1@gmail.com
568,Wilbur,House,170.58,141.71,M,56,Prefer not to say,wilburhouse7@gmail.com
569,Kelvin,Howe,181.29,140.51,M,31,Asian,kelvinhowe3@gmail.com
570,Erin,Buckley,157.37,145.95,M,27,Asian,erinbuckley6@gmail.com
571,William,Mora,176.98,105.1,M,57,Black or African American,williammora6@gmail.com
572,Malik,Mcclain,155.63,120.78,M,60,Prefer not to say,malikmcclain6@gmail.com
573,Cordell,Cook,174.38,94.34,M,22,Asian,cordellcook8@gmail.com
574,Lowell,Costa,174.75,114.62,M,52,White,lowellcosta6@gmail.com
575,Gerard,Goodman,159.12,142.68,M,42,American Indian or Alaska Native,gerardgoodman1@gmail.com
576,Mariano,Mcintyre,172.94,175.31,M,46,Native Hawaiian or Other Pacific Islander,marianomcintyre8@gmail.com
577,Gregg,Spence,157.11,108.99,M,25,White,greggspence9@gmail.com
578,Gaston,Benitez,171.77,93.09,M,38,Black or African American,gastonbenitez2@gmail.com
579,Joshua,Melendez,174.21,117.07,M,48,Black or African American,joshuamelendez3@gmail.com
580,Troy,Mcintosh,165.84,169.22,M,21,Prefer not to say,troymcintosh2@gmail.com
581,Kerry,Gallagher,154.29,139.21,M,51,American Indian or Alaska Native,kerrygallagher7@gmail.com
582,Diego,Morse,174.79,114.99,M,48,White,diegomorse6@gmail.com
583,Stacy,Chambers,178.93,126.92,M,27,Native Hawaiian or Other Pacific Islander,stacychambers3@gmail.com
584,Aron,Curry,154.61,192.76,M,20,Asian,aroncurry2@gmail.com
585,Kirby,Kelley,182.23,106.91,M,22,Black or African American,kirbykelley1@gmail.com
586,Elwood,Glenn,175.5,118.7,M,24,Prefer not to say,elwoodglenn3@gmail.com
587,Bryan,Martin,153.19,150.01,M,38,Prefer not to say,bryanmartin1@gmail.com
588,Davis,Newman,182.83,102.33,M,35,American Indian or Alaska Native,davisnewman7@gmail.com
589,Harlan,Williamson,153.43,96.3,M,39,Black or African American,harlanwilliamson7@gmail.com
590,Johnny,Anderson,175.9,99.39,M,52,Prefer not to say,johnnyanderson9@gmail.com
591,Abel,Weeks,177.63,149.8,M,37,White,abelweeks8@gmail.com
592,Wyatt,Brewer,154.96,93.81,M,28,Asian,wyattbrewer2@gmail.com
593,Phil,Lam,156.19,96.26,M,46,Prefer not to say,phillam9@gmail.com
594,Damion,Roberts,152.62,94.79,M,43,White,damionroberts7@gmail.com
595,Jc,Conner,175.75,114.62,M,55,Native Hawaiian or Other Pacific Islander,jcconner8@gmail.com
596,Zackary,Mays,158.24,194.9,M,42,Native Hawaiian or Other Pacific Islander,zackarymays7@gmail.com
597,Asa,Dyer,157.69,108.14,M,22,American Indian or Alaska Native,asadyer3@gmail.com
598,Sebastian,Hendrix,168.59,182.06,M,27,Black or African American,sebastianhendrix8@gmail.com
599,Samuel,Raymond,164.94,166.42,M,47,Black or African American,samuelraymond1@gmail.com
600,Jaime,Garcia,181.49,110.62,M,57,Prefer not to say,jaimegarcia7@gmail.com
601,Isabella,Bright,177.68,199.43,F,58,Black or African American,isabellabright8@gmail.com
602,Hazel,Sharp,161.27,140.35,F,31,Black or African American,hazelsharp1@gmail.com
603,Pearlie,Blake,169.4,164.59,F,54,Native Hawaiian or Other Pacific Islander,pearlieblake8@gmail.com
604,Bernice,Foley,166.19,102.25,F,39,Black or African American,bernicefoley5@gmail.com
605,Madeline,Wade,162.53,149.57,F,59,Native Hawaiian or Other Pacific Islander,madelinewade2@gmail.com
606,Jackie,Oconnor,181.83,184.68,F,20,American Indian or Alaska Native,jackieoconnor2@gmail.com
607,Dina,Sloan,160.68,134.02,F,58,Native Hawaiian or Other Pacific Islander,dinasloan8@gmail.com
608,Janelle,Walker,177.51,119.21,F,43,Black or African American,janellewalker2@gmail.com
609,Dionne,Marks,166.73,146.82,F,51,Asian,dionnemarks5@gmail.com
610,Vicky,Jacobs,172.57,113.24,F,21,White,vickyjacobs8@gmail.com
